restaurant_name,city,location,cuisine,cost_for_two,rating,restaurant_url,region
Punjab Grill,Gurgaon,"Sector 68, Gurgaon",North Indian,₹2000,4.3,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/punjab-grill-sector-68-gurgaon-692766?deal_types[]=postpaid,North India
Asia Alive,Gurgaon,"DoubleTree by Hilton, Gurgaon",Multicuisine,₹2300,4.4,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/asia-alive-double-tree-by-hilton-sector-56-111022?deal_types[]=postpaid,North India
Cafe G,Gurgaon,"Crowne Plaza, Gurgaon",Multicuisine,₹2300,4.5,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/cafe-g-sector-29-111731?deal_types[]=postpaid,North India
Flavors,Gurgaon,"IRIS Sarovar Portico, Sector 85",Multicuisine,₹1500,4.5,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/flavors-iris-sarovar-portico-sector-85-704225?deal_types[]=postpaid,North India
VietNom,Gurgaon,"Worldmark 4, Sector 65, Gurgaon","Asian, Vietnamese",₹2000,4.6,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/vietnom-worldmark-4-sector-65-gurgaon-687796?deal_types[]=postpaid,North India
Whisky Samba,Gurgaon,"Two Horizon Center, Golf Course Road",Multicuisine,₹2500,4.4,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/whisky-samba-golf-course-road-gurgaon-643415?deal_types[]=postpaid,North India
Lush Restro & Bar,Gurgaon,Ramada Encore By Wyndham Gurugram Dwarka Expressway,Multicuisine,₹1500,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/lush-restro-bar-ramada-encore-by-wyndham-gurugram-dwarka-expressway-706960?deal_types[]=postpaid,North India
NewYork Street,Gurgaon,"Sector 29, Gurgaon",Multicuisine,₹2000,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/bveg-sector-29-gurgaon-696720?deal_types[]=postpaid,North India
Kogai Japanese Dining,Gurgaon,"Global Foyer Mall, Gurgaon","Japanese, Sushi",₹1400,4.3,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/kogai-mg-road-gurgaon-gurgaon-689440?deal_types[]=postpaid,North India
Viva,Gurgaon,Holiday Inn Gurugram Sector 90,Multicuisine,₹3000,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/viva-holiday-inn-gurugram-sector-90-682966?deal_types[]=postpaid,North India
KOKKINOS,Gurgaon,"Ramada Gurgaon Central, Gurgaon",Multicuisine,₹2000,4.7,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/kokkino-ramada-gurgaon-central-gurgaon-688818?deal_types[]=postpaid,North India
The Barbeque Times,Gurgaon,"Sector 51, Gurgaon",Multicuisine,₹1800,4.2,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/the-barbeque-times-sector-51-gurgaon-683625?deal_types[]=postpaid,North India
Paul,Gurgaon,"Ambience Mall, Gurgaon","French, Bakery",₹1500,4.4,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/paul-ambience-mall-gurgaon-661803,North India
On Kourse All Day Dining,Gurgaon,"Karma Lakelands, Manesar",Multicuisine,₹1000,4.5,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/on-kourse-all-day-dining-karma-lakelands-manesar-668902?deal_types[]=postpaid,North India
Vapour Bar Exchange,Gurgaon,"Sohna Road, Gurgaon","Cocktail Menu, Multicuisine",₹1600,4.4,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/vapour-bar-exchange-sohna-road-gurgaon-652999?deal_types[]=postpaid,North India
Desi Firangi by Clay Inn Hotel,Gurgaon,"Sector 49, Gurgaon",Multicuisine,₹1200,4.6,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/desi-firangi-sector-49-gurgaon-692760?deal_types[]=postpaid,North India
Gallery Cafe,Gurgaon,"Hyatt Place, Gurgaon",Multicuisine,₹1500,4.2,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/gallery-cafe-hyatt-place-udyog-vihar-121472?deal_types[]=postpaid,North India
Ryu Rooftop Bar,Gurgaon,"32nd Avenue, Gurgaon","Cocktail Menu, Multicuisine",₹2000,4.4,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/ryu-bar-32nd-milestone-gurgaon-670747?deal_types[]=postpaid,North India
Karigari By Chef Harpal Singh Sokhi,Gurgaon,"Worldmark 4, Sector 65, Gurgaon",Multicuisine,₹1800,4.1,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/karigari-worldmark-4-sector-65-gurgaon-689542?deal_types[]=postpaid,North India
7 Barrel Brew Pub,Gurgaon,"DT Mega Mall, Golf Course Road","Cocktail Menu, Multicuisine",₹1600,4.4,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/7-barrel-brew-pub-dlfphase1-121199?deal_types[]=postpaid,North India
Mirage Nightclub & Air Bar,Gurgaon,"Sector 29, Gurgaon",Cocktail Menu,₹1200,2.1,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/mirage-nightclub-air-bar-sector-29-gurgaon-697976?deal_types[]=postpaid,North India
Cibo,Gurgaon,"Sector 50, Gurgaon",Multicuisine,₹1200,4.6,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/cibo-sector-50-gurgaon-684104?deal_types[]=postpaid,North India
Glaza Bar & Beyond,Gurgaon,"M3m 65th Avenue, Sector 65, Gurgaon",Multicuisine,₹1600,4.4,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/glaza-bar-beyond-m3m-65th-avenue-sector-65-gurgaon-709297?deal_types[]=postpaid,North India
Kebabs & Curries Company,Gurgaon,"Sector 31, Gurgaon",Indian,₹1000,4.2,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/kebabs-curries-company-sector-31-gurgaon-692773?deal_types[]=postpaid,North India
Kijiji On The Roof,Gurgaon,"Sector 47, Gurgaon","Cocktail Menu, Multicuisine",₹1800,4.8,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/kijiji-on-the-roof-sector-47-gurgaon-705018?deal_types[]=postpaid,North India
Ilios,Gurgaon,"Sector 71, Gurgaon",Multicuisine,₹1500,4.7,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/ilios-sector-71-gurgaon-708806?deal_types[]=postpaid,North India
Mala-Akbari,Gurgaon,"32nd Avenue, Gurgaon",Indian,₹1800,4.4,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/mala-akbari-32nd-milestone-gurgaon-671909?deal_types[]=postpaid,North India
Chili's,Gurgaon,"Cyber Hub, Gurgaon",American,₹1500,4.5,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/chilis-cyber-hub-gurgaon-674339?deal_types[]=postpaid,North India
CAD Techbar & Craftkitchen,Gurgaon,"32nd Avenue, Gurgaon","Cocktail Menu, Modern Indian",₹1800,4.2,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/cad-techbar-craftkitchen-32nd-milestone-gurgaon-661780?deal_types[]=postpaid,North India
Prego,Gurgaon,"The Westin, Gurgaon",Italian,₹3000,4.3,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/prego-the-westin-sector-29-110474?deal_types[]=postpaid,North India
145 Cafe & Bar,Gurgaon,"Cyber Hub, Gurgaon",Multicuisine,₹1500,4.1,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/145-cafe-bar-cyber-hub-gurgaon-696889?deal_types[]=postpaid,North India
Chowman,Gurgaon,"Sector 31, Gurgaon","Chinese, Thai",₹750,4.5,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/chowman-sector-31-gurgaon-703989?deal_types[]=postpaid,North India
Martini's,Gurgaon,"M3M Urbana, Sector 67, Gurgaon","Continental, Asian, Indian",₹1800,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/martinis-m3m-urbana-sector-67-gurgaon-709138?deal_types[]=postpaid,North India
Circle,Gurgaon,Radisson Hotel Sector 29 Gurugram,Multicuisine,₹2000,4.4,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/circle-radisson-hotel-sector-29-gurugram-687590?deal_types[]=postpaid,North India
Moets,Gurgaon,"Sector 70, Gurgaon",Multicuisine,₹2000,4.4,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/moets-sector-70-gurgaon-704222?deal_types[]=postpaid,North India
Vamos Byob,Gurgaon,"Sector 84, Gurgaon",Multicuisine,₹1100,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/vamos-byob-sector-84-gurgaon-699822?deal_types[]=postpaid,North India
Quaff Brewing Co.,Gurgaon,"Sector 49, Gurgaon",Multicuisine,₹2000,4.8,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/quaff-brewing-co-sector-49-gurgaon-704474?deal_types[]=postpaid,North India
Nowhere Terrace Brewpub Cafe,Gurgaon,"Cross Point Mall, Gurgaon",Multicuisine,₹2800,4.4,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/nowhere-terrace-brewpub-cafe-cross-point-mall-gurgaon-612522?deal_types[]=postpaid,North India
Clock Tower,Gurgaon,"Golf Course Road, Gurgaon",Multicuisine,₹2700,4.6,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/the-clock-tower-golf-course-road-gurgaon-640404?deal_types[]=postpaid,North India
Toy Box,Gurgaon,"Sector 29, Gurgaon",Multicuisine,₹1500,3.6,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/toy-box-sector-29-gurgaon-686832?deal_types[]=postpaid,North India
Porche Brewery Cocktail Bar & Kitchen,Gurgaon,"Sector 42, Gurgaon",Multicuisine,₹1000,4.5,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/porche-brewery-cocktail-bar-kitchen-sector-42-gurgaon-701902?deal_types[]=postpaid,North India
Masala Synergy,Gurgaon,"M3M IFC, Sector 66, Gurgaon","North Indian, Modern Indian",₹2000,4.6,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/masala-synergy-m3m-ifc-sector-66-gurgaon-704892?deal_types[]=postpaid,North India
Shri Ram Dhaba - Omaxe City,Gurgaon,"Sector 49, Gurgaon",Indian,₹800,4.3,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/shri-ram-dhaba-omaxe-city-sector-49-gurgaon-699761,North India
For Earth's Sake,Gurgaon,"DLF South Point Mall, Golf Course Road",European,₹1200,4.6,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/for-earths-sake-dlf-south-point-mall-golf-course-road-684320?deal_types[]=postpaid,North India
Havemore,Gurgaon,"Cyber Hub, Gurgaon",North Indian,₹2000,4.4,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/havemore-cyber-hub-gurgaon-704634?deal_types[]=postpaid,North India
La Vie Douce,Gurgaon,"Sector 65, Gurgaon",Bakery,₹1200,4.6,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/la-vie-douce-sector-65-gurgaon-696444?deal_types[]=postpaid,North India
Almadhaq,Gurgaon,"Baani square, Sector 50, Gurgaon",Lebanese,₹1000,4.7,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/almadhaq-baani-square-sector-50-gurgaon-682088?deal_types[]=postpaid,North India
Downtown 29,Gurgaon,"Sector 29, Gurgaon","Cocktail Menu, Multicuisine",₹1200,4.2,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/downtown-29-sector-29-gurgaon-694525?deal_types[]=postpaid,North India
Pinxx,Gurgaon,"Sector 49, Gurgaon",Multicuisine,₹1200,3.9,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/pinxx-sector-49-gurgaon-682785?deal_types[]=postpaid,North India
The Bikers Cafe,Gurgaon,"Golf Course Road, Gurgaon",Multicuisine,₹1000,4.4,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/the-bikers-cafe-sector-54-gurgaon-121556?deal_types[]=postpaid,North India
Hahn's kitchen,Gurgaon,"One Horizon Center, Golf Course Road",Korean,₹1800,4.5,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/hahns-kitchen-one-horizon-center-golf-course-road-644115?deal_types[]=postpaid,North India
Mongabay,Gurgaon,"Sector 59, Gurgaon",Multicuisine,₹2500,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/mongabay-sector-59-gurgaon-706880?deal_types[]=postpaid,North India
Cafe De Flora,Gurgaon,"AIPL Joy Central, Sector 65, Gurgaon",Italian,₹1200,4.9,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/cafe-de-flora-aipl-joy-street-gurgaon-sector-66-702642,North India
Seasonal Tastes,Gurgaon,"The Westin, Gurgaon",Multicuisine,₹4500,4.3,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/seasonal-tastes-the-westin-sector-29-110544?deal_types[]=postpaid,North India
La Bamba - High Energy Club,Gurgaon,"Sector 29, Gurgaon",Multicuisine,₹1200,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/la-bamba-high-energy-club-sector-29-gurgaon-701568?deal_types[]=postpaid,North India
Punjabi by Nature,Gurgaon,"M3M IFC, Sector 66, Gurgaon",North Indian,₹2000,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/punjab-by-nature-m3m-ifc-sector-66-gurgaon-693684?deal_types[]=postpaid,North India
Manhattan Bar & Brewery,Gurgaon,"Global Foyer Mall, Gurgaon","Cocktail Menu, Multicuisine",₹2000,3.9,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/manhattan-craft-brewery-golf-course-road-110036?deal_types[]=postpaid,North India
Gola Sizzlers,Gurgaon,"Airia Mall, Sector 68, Gurgaon","Sizzlers, Multicuisine",₹2000,4.2,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/gola-sizzlers-airia-mall-sector-68-gurgaon-696698?deal_types[]=postpaid,North India
Heritage The Fine Dine,Gurgaon,"Sector 15, Gurgaon",Indian,₹900,4.4,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/heritage-the-fine-dine-sector-15-gurgaon-662854?deal_types[]=postpaid,North India
Berco's,Gurgaon,"Golf Course Road, Gurgaon",Chinese,₹1100,4.4,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/bercos-golf-course-road-118846?deal_types[]=postpaid,North India
All Day Diner,Gurgaon,"Sunday Hotels and Residences, Gurgaon",Multicuisine,₹1000,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/all-day-diner-sunday-hotels-and-residences-gurgaon-704312?deal_types[]=postpaid,North India
Masala Munch Vegetarian Restaurant,Gurgaon,"Manesar, Gurgaon",Multicuisine,₹800,4.4,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/masala-munch-vegetarian-restaurant-manesar-gurgaon-698913?deal_types[]=postpaid,North India
United Coffee House Rewind,Gurgaon,"Cyber Hub, Gurgaon",Multicuisine,₹1000,4.4,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/united-coffee-house-rewind-cyber-hub-gurgaon-648560?deal_types[]=postpaid,North India
Ingri at Museo,Gurgaon,"DLF Phase 4, Gurgaon",European,₹1500,4.1,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/ingri-at-museo-dlf-phase-4-gurgaon-699475?deal_types[]=postpaid,North India
Flavours,Gurgaon,"Golden Tulip, Sector 29",Multicuisine,₹1800,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/flavours-gwal-pahari-gurgaon-682739?deal_types[]=postpaid,North India
Yeti - The Himalayan Kitchen,Gurgaon,"Cyber Hub, Gurgaon",Himalyan,₹1300,4.4,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/yeti-the-himalayan-kitchen-cyber-hub-gurgaon-674314?deal_types[]=postpaid,North India
The Pit Restaurant,Gurgaon,"Global Foyer Mall, Gurgaon","Italian, Barbeque",₹1200,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/the-pit-restaurant-global-foyer-mall-gurgaon-694883?deal_types[]=postpaid,North India
Jamie Oliver Kitchen,Gurgaon,"Ambience Mall, Gurgaon",Italian,₹2000,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/jamie-oliver-kitchen-ambience-mall-gurgaon-710093?deal_types[]=postpaid,North India
Pepper Pot,Gurgaon,"Sector 56, Gurgaon","Chinese, North Indian",₹600,4.5,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/pepper-pot-the-terrace-cafe-sector-56-gurgaon-sector-56-gurgaon-639779?deal_types[]=postpaid,North India
Caffe Bella Italia,Gurgaon,"Gwal Pahari, Gurgaon","Beverages, Italian",₹600,4.7,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/caffe-bella-italia-gwal-pahari-gurgaon-673250?deal_types[]=postpaid,North India
The Glutton Cafe,Gurgaon,"Sector 67, Gurgaon",Multicuisine,₹1500,3.7,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/the-glutton-cafe-sector-67-gurgaon-696160?deal_types[]=postpaid,North India
Beyond Beer,Gurgaon,"DLF Cyber City, Gurgaon",Italian,₹1200,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/beyond-beer-dlf-cyber-city-gurgaon-709001?deal_types[]=postpaid,North India
Desi Vibes,Noida,"Sector 18, Noida","Mughlai, North Indian, Indian",₹1300,4.5,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/desi-vibes-sector-18-noida-110092?deal_types[]=postpaid,North India
Flluid,Noida,"Mosaic Hotels, Noida",Multicuisine,₹1500,4.3,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/fluid-sector-18-noida-662860?deal_types[]=postpaid,North India
Kaffiiaa,Noida,"Sector 18, Noida",Multicuisine,₹1000,4.2,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/kaffiiaa-sector-18-noida-110386?deal_types[]=postpaid,North India
Dhaba at Atta,Noida,"Sector 18, Noida","Chinese, North Indian",₹1000,4.1,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/dhaba-at-atta-sector-18-noida-637946?deal_types[]=postpaid,North India
Baby Dragon Bar & Restaurant,Noida,"Sector 18, Noida",Chinese,₹1400,4.3,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/baby-dragon-bar-restaurant-sector-18-noida-110480?deal_types[]=postpaid,North India
J's Contemporary Oriental,Noida,"Sector 18, Noida",oriental,₹1500,4.6,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/js-contemporary-oriental-sector-18-noida-687477?deal_types[]=postpaid,North India
Dosa Coffee,Noida,"Sector 18, Noida","Beverages, South Indian",₹500,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/dosa-coffee-sector-18-noida-702970,North India
The Rooftop Heaven Pub & Cafe,Noida,"Sector 18, Noida",Multicuisine,₹1000,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/the-rooftop-heaven-pub-cafe-sector-18-noida-692415?deal_types[]=postpaid,North India
Amritsari Haveli,Noida,"Sector 18, Noida",Indian,₹1000,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/amritsari-haveli-sector-18-noida-692101?deal_types[]=postpaid,North India
Reader's Coffee House,Noida,"Sector 18, Noida",Continental,₹1000,4.5,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/the-readers-cafe-sector-18-noida-683037?deal_types[]=postpaid,North India
Kake Da Hotel,Noida,"Sector 18, Noida","Chinese, North Indian",₹1000,4.3,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/kake-da-hotel-sector-18-noida-699285?deal_types[]=postpaid,North India
Emoi,Noida,"DLF Mall of India, Sector 18, Noida",Ice Cream,₹150,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/emoi-dlf-mall-of-india-sector-18-noida-648395,North India
Ka Eclairs & Kafe,Noida,"Sector 18, Noida",Cafe,₹900,4.5,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/ka-eclairs-kafe-sector-18-noida-644526?deal_types[]=postpaid,North India
Bamboo Shoots,Noida,"Sector 18, Noida",Asian,₹1700,4.1,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/bamboo-shoots-sector-18-noida-110761?deal_types[]=postpaid,North India
Oudh 1590,Noida,"Sector 18, Noida",Indian,₹1200,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/oudh-1590-sector-18-noida-687705?deal_types[]=postpaid,North India
Barista Coffee,Noida,"Sector 18, Noida","Cafe, Coffee",₹400,4.4,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/barista-coffee-sector-18-noida-687366,North India
Bikkgane Biryani,Noida,"Sector 18, Noida",Biryani,₹700,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/bikkgane-biryani-sector-18-noida-703834?deal_types[]=postpaid,North India
LIT Club & Lounge,Noida,"Sector 18, Noida",Multicuisine,₹1100,2.8,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/lit-ultrabar-sector-18-noida-110669?deal_types[]=postpaid,North India
Wat-A-Burger!,Noida,"Sector 18, Noida",Fast Food,₹350,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/wat-a-burger-sector-18-noida-690153,North India
Zoca Cafe,Noida,"Sector 18, Noida",Multicuisine,₹1000,3.0,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/zoca-cafe-moti-bagh-south-delhi-688212?deal_types[]=postpaid,North India
Bikanervala,Noida,"Sector 18, Noida",Multicuisine,₹400,4.4,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/bikanervala-sector-18-noida-666110,North India
The Burger Club,Noida,"Sector 18, Noida","Fast Food, Burgers",₹800,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/the-burger-club-sector-18-noida-670983,North India
Bar 18,Noida,"Sector 18, Noida",Multicuisine,₹800,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/bar-18-sector-18-noida-698154,North India
The Dakshiini Cafe,Noida,"Sector 18, Noida",South Indian,₹500,4.5,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/the-dakshiini-cafe-sector-18-noida-694928,North India
